id,name,trait,variants,license_class,license,first_author,journal,year
PGS004750,creatinine_PRSmixPlus_sas,Serum creatinine,2653053,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004751,current_smoker_PRSmix_eur,Current smoker,1076735,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004752,current_smoker_PRSmix_sas,Current smoker,4496606,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004753,current_smoker_PRSmixPlus_eur,Current smoker,5469505,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004754,current_smoker_PRSmixPlus_sas,Current smoker,4496606,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004755,dbp_PRSmix_eur,Diastolic blood pressure,1172953,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004756,dbp_PRSmix_sas,Diastolic blood pressure,2906802,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004757,dbp_PRSmixPlus_eur,Diastolic blood pressure,4215048,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004758,dbp_PRSmixPlus_sas,Diastolic blood pressure,4139034,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004759,depression_PRSmix_eur,Depression,1538576,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004760,depression_PRSmixPlus_eur,Depression,2141267,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004761,Eosinophils_PRSmix_eur,Eosinophil count,1086541,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004762,Eosinophils_PRSmix_sas,Eosinophil count,4143233,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004763,Eosinophils_PRSmixPlus_eur,Eosinophil count,3749971,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004764,Eosinophils_PRSmixPlus_sas,Eosinophil count,1698846,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004765,glaucoma_PRSmix_eur,Glaucoma,835476,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004766,glaucoma_PRSmixPlus_eur,Glaucoma,837948,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004767,gout_PRSmix_eur,Gout,908271,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004768,gout_PRSmixPlus_eur,Gout,1580311,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004769,Hb_PRSmix_eur,Hemoglobin,584676,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004770,Hb_PRSmixPlus_eur,Hemoglobin,3913042,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004771,Hct_PRSmix_eur,Hematocrit,594293,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004772,hct_PRSmix_sas,Hematocrit,1259662,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004773,Hct_PRSmixPlus_eur,Hematocrit,1176938,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004774,hct_PRSmixPlus_sas,Hematocrit,1259662,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004775,hdl_PRSmix_eur,HDL cholesterol,1120830,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004776,hdl_PRSmix_sas,HDL cholesterol,6463324,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004777,hdl_PRSmixPlus_eur,HDL cholesterol,4547847,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004778,hdl_PRSmixPlus_sas,HDL cholesterol,6463324,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004779,height_PRSmix_eur,Height,1357287,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004780,height_PRSmix_sas,Height,5967476,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004781,height_PRSmixPlus_eur,Height,3220389,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004782,height_PRSmixPlus_sas,Height,1612712,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004783,HLD_PRSmix_eur,Hypercholesterolemia,975107,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004784,HLD_PRSmixPlus_eur,Hypercholesterolemia,3948507,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004785,HTN_PRSmix_eur,Hypertension,1170615,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004786,HTN_PRSmix_sas,Hypertension,6622611,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004787,HTN_PRSmixPlus_eur,Hypertension,5191115,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004788,HTN_PRSmixPlus_sas,Hypertension,6622611,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004789,hypothyroid_PRSmix_eur,Hypothyroidism,1109333,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004790,hypothyroid_PRSmixPlus_eur,Hypothyroidism,1841655,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004791,ldl_PRSmix_eur,LDL cholesterol,1098797,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004792,ldl_PRSmix_sas,LDL cholesterol,6580710,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004793,ldl_PRSmixPlus_eur,LDL cholesterol,3946021,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004794,ldl_PRSmixPlus_sas,LDL cholesterol,6433913,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004795,Melanoma_PRSmix_eur,Melanoma,796939,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004796,Melanoma_PRSmixPlus_eur,Melanoma,988379,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004797,migraine_PRSmix_eur,Migraine,23,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004798,migraine_PRSmix_sas,Migraine,3984158,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004799,migraine_PRSmixPlus_eur,Migraine,4319950,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004800,migraine_PRSmixPlus_sas,Migraine,2968987,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004801,Monocytes_PRSmix_eur,Monocyte count,1099478,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004802,Monocytes_PRSmix_sas,Monocyte count,2743298,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004803,Monocytes_PRSmixPlus_eur,Monocyte count,3020361,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004804,Monocytes_PRSmixPlus_sas,Monocyte count,2743298,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004805,Neutrophils_PRSmix_eur,Neutrophil count,595488,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004806,Neutrophils_PRSmix_sas,Neutrophil count,4190918,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004807,Neutrophils_PRSmixPlus_eur,Neutrophil count,3498605,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004808,Neutrophils_PRSmixPlus_sas,Neutrophil count,1877161,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004809,osteoporosis_PRSmix_eur,Osteoporosis,863731,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004810,osteoporosis_PRSmixPlus_eur,Osteoporosis,1876917,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004811,Platelets_PRSmix_eur,Platelet count,1147733,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004812,Platelets_PRSmix_sas,Platelet count,6146883,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004813,Platelets_PRSmixPlus_eur,Platelet count,1793041,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004814,Platelets_PRSmixPlus_sas,Platelet count,6146883,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004815,prostate_cancer_PRSmix_eur,Prostate cancer,922102,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004816,prostate_cancer_PRSmixPlus_eur,Prostate cancer,922104,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004817,RA_PRSmix_eur,Rheumatoid Arthritis,786048,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004818,RA_PRSmix_sas,Rheumatoid Arthritis,6580837,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004819,RA_PRSmixPlus_eur,Rheumatoid Arthritis,2624228,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004820,RA_PRSmixPlus_sas,Rheumatoid Arthritis,6580837,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004821,RBC_PRSmix_eur,Red blood cell count,1160061,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004822,RBC_PRSmix_sas,Red blood cell count,1874761,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004823,RBC_PRSmixPlus_eur,Red blood cell count,4047636,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004824,RBC_PRSmixPlus_sas,Red blood cell count,1542933,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004825,RDW_PRSmix_eur,Red cell distribution width,1082665,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004826,RDW_PRSmix_sas,Red cell distribution width,5175389,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004827,RDW_PRSmixPlus_eur,Red cell distribution width,4698860,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004828,RDW_PRSmixPlus_sas,Red cell distribution width,5175389,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004829,sbp_PRSmix_eur,Systolic blood pressure,1194211,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004830,sbp_PRSmix_sas,Systolic blood pressure,4805129,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004831,sbp_PRSmixPlus_eur,Systolic blood pressure,3827774,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004832,sbp_PRSmixPlus_sas,Systolic blood pressure,6013177,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004833,skin_cancer_PRSmix_eur,Skin cancer,807939,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004834,skin_cancer_PRSmixPlus_eur,Skin cancer,1271902,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004835,stroke_PRSmix_eur,Stroke,2263784,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004836,stroke_PRSmixPlus_eur,Stroke,5644266,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004837,t2d_PRSmix_eur,Type 2 diabetes (T2D),3306136,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004838,t2d_PRSmix_sas,Type 2 diabetes (T2D),6586458,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004839,t2d_PRSmixPlus_eur,Type 2 diabetes (T2D),4594694,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004840,t2d_PRSmixPlus_sas,Type 2 diabetes (T2D),6586458,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004841,tc_PRSmix_eur,Total cholesterol,1051726,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004842,tc_PRSmix_sas,Total cholesterol,6439132,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004843,tc_PRSmixPlus_eur,Total cholesterol,4136795,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004844,tc_PRSmixPlus_sas,Total cholesterol,6149012,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004845,tg_PRSmix_eur,Triglycerides,1095976,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004846,tg_PRSmix_sas,Triglycerides,6248300,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004847,tg_PRSmixPlus_eur,Triglycerides,4047325,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004848,tg_PRSmixPlus_sas,Triglycerides,6127766,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004849,Total_protein_PRSmix_sas,Total protein measurement,2167123,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004850,Total_protein_PRSmixPlus_sas,Total protein measurement,937777,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004851,TotalProtein_PRSmix_eur,Total protein measurement,593738,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004852,TotalProtein_PRSmixPlus_eur,Total protein measurement,724061,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
